0.000000000000000000e+00,3.344340324401855469e-01,4.120878577232360840e-01,1.181651473045349121e+00
6.851911544799804688e-03,3.355225026607512873e-01,4.127993285655974787e-01,1.186020374298095703e+00
1.485252380371093750e-02,3.365650475025177002e-01,4.135122597217559814e-01,1.190474152565002441e+00
2.388167381286621094e-02,3.375509679317474365e-01,4.143168032169342041e-01,1.194839954376220703e+00
3.168201446533203125e-02,3.386017084121704102e-01,4.148887395858765204e-01,1.198923707008361816e+00
4.000735282897949219e-02,3.396252095699310303e-01,4.154615998268127997e-01,1.203073263168334961e+00
4.824852943420410156e-02,3.408574759960174561e-01,4.159974455833435059e-01,1.206960320472717285e+00
5.692529678344726562e-02,3.419753313064575195e-01,4.167488813400269110e-01,1.211012363433837891e+00
6.532621383666992188e-02,3.431229889392852783e-01,4.172350764274597168e-01,1.214985609054565430e+00
7.346892356872558594e-02,3.441501855850219727e-01,4.178394079208374023e-01,1.218980908393860085e+00
8.169865608215332031e-02,3.451753854751586914e-01,4.185139536857604980e-01,1.222895979881286621e+00
9.034299850463867188e-02,3.461166918277740479e-01,4.190205931663513184e-01,1.226600170135498047e+00
9.827184677124023438e-02,3.470639288425445557e-01,4.196036159992218018e-01,1.230338454246520996e+00
1.067821979522705078e-01,3.480239510536193848e-01,4.200388193130493164e-01,1.233924150466918945e+00
1.148033142089843750e-01,3.488865196704864502e-01,4.204881191253662109e-01,1.237413525581360085e+00
1.235816478729248047e-01,3.498359024524689276e-01,4.209539294242858887e-01,1.240647077560424805e+00
1.315433979034423828e-01,3.506778776645660400e-01,4.213828146457672119e-01,1.244014143943786621e+00
1.401977539062500000e-01,3.516118824481964111e-01,4.219365417957305908e-01,1.247513532638549805e+00
1.482875347137451172e-01,3.526500165462493896e-01,4.221577942371367853e-01,1.250647664070129395e+00
1.566855907440185547e-01,3.534528613090515137e-01,4.225111901760100763e-01,1.254019379615783691e+00
1.649291515350341797e-01,3.543785512447357178e-01,4.228180646896361750e-01,1.257360577583312988e+00
1.733274459838867188e-01,3.552334904670715332e-01,4.230940639972686768e-01,1.260541439056396484e+00
1.815934181213378906e-01,3.558346629142761230e-01,4.234778583049774170e-01,1.263656497001647949e+00
1.902024745941162109e-01,3.567496538162231445e-01,4.237696528434753418e-01,1.266350984573364480e+00
1.981668472290039062e-01,3.576770424842834473e-01,4.239060282707214355e-01,1.269153833389282227e+00
2.072103023529052734e-01,3.584299087524414062e-01,4.242383539676666260e-01,1.271956443786620872e+00
2.148816585540771484e-01,3.594866693019866943e-01,4.240202605724335272e-01,1.274302840232849121e+00
2.234411239624023438e-01,3.599877953529357910e-01,4.244260787963867188e-01,1.277074933052062988e+00
2.318320274353027344e-01,3.609054982662200928e-01,4.245627522468566895e-01,1.279566407203674316e+00
2.400157451629638672e-01,3.616992533206939697e-01,4.248087704181671143e-01,1.281945943832397683e+00
2.517950534820556641e-01,3.621022701263427734e-01,4.250960946083068848e-01,1.284586548805236816e+00
2.569258213043212891e-01,3.630451560020446777e-01,4.251329004764556885e-01,1.286978006362915039e+00
2.650542259216308594e-01,3.637919723987578791e-01,4.251604676246643066e-01,1.289302945137023926e+00
2.735972404479980469e-01,3.647106587886810303e-01,4.253610372543334961e-01,1.291507482528686301e+00
2.815692424774169922e-01,3.650220334529877264e-01,4.253867268562316895e-01,1.294011473655700906e+00
2.904355525970458984e-01,3.655870556831359863e-01,4.254027307033538818e-01,1.296217441558837891e+00
2.983245849609375000e-01,3.663429915904998779e-01,4.253436028957366943e-01,1.298246979713439941e+00
3.072249889373779297e-01,3.670318722724914551e-01,4.251607954502105713e-01,1.300444006919860840e+00
3.151071071624755859e-01,3.677812814712524969e-01,4.249709546566009521e-01,1.302435278892517090e+00
