0.000000000000000000e+00,-6.329743564128875732e-02,1.901297122240066528e-01,1.023903131484985352e+00
8.218526840209960938e-03,-6.179250776767731407e-02,1.881000250577926636e-01,1.025900959968567117e+00
1.656484603881835938e-02,-6.064319238066672585e-02,1.862335801124572754e-01,1.028279900550842507e+00
2.505064010620117188e-02,-5.766379088163376548e-02,1.837671399116516113e-01,1.029883503913879395e+00
3.325104713439941406e-02,-5.805876106023788452e-02,1.828179061412812112e-01,1.032834768295288086e+00
4.164671897888183594e-02,-5.655091628432273865e-02,1.810303330421448031e-01,1.034970641136169434e+00
5.018949508666992188e-02,-5.525643751025199890e-02,1.793443262577056885e-01,1.037202954292297363e+00
5.841422080993652344e-02,-5.388037487864493630e-02,1.776900142431259155e-01,1.039130926132201926e+00
6.653332710266113281e-02,-5.218423157930373452e-02,1.759994924068450928e-01,1.041260719299316406e+00
7.528829574584960938e-02,-5.029398202896118164e-02,1.742027103900909424e-01,1.042892575263977051e+00
8.324766159057617188e-02,-4.904215410351753235e-02,1.727863848209381104e-01,1.045368909835815430e+00
9.315991401672363281e-02,-4.706494137644768455e-02,1.710270047187805176e-01,1.047039866447448730e+00
1.003327369689941406e-01,-4.567167535424232483e-02,1.695850044488906860e-01,1.049107909202575684e+00
1.085038185119628906e-01,-4.394229874014854431e-02,1.680022478103637418e-01,1.050811648368835449e+00
1.166758537292480469e-01,-4.214036464691162109e-02,1.665323674678802490e-01,1.053041338920593262e+00
1.248795986175537109e-01,-4.010907188057900169e-02,1.651619374752044678e-01,1.054769635200500488e+00
1.334466934204101562e-01,-3.831132501363753579e-02,1.636627316474914551e-01,1.056605815887451172e+00
1.414494514465332031e-01,-3.647722676396369934e-02,1.622192263603210449e-01,1.058365583419799805e+00
1.504936218261718750e-01,-3.431064635515213013e-02,1.606145948171615601e-01,1.060091853141784890e+00
1.582431793212890625e-01,-3.225741162896156311e-02,1.591580212116241455e-01,1.061668872833252175e+00
1.667785644531250000e-01,-3.074450418353080750e-02,1.577400863170623779e-01,1.063377380371093750e+00
1.761283874511718750e-01,-2.935740910470485687e-02,1.565570384263992587e-01,1.065115451812743919e+00
1.832387447357177734e-01,-2.646809257566928864e-02,1.549899429082870483e-01,1.066475033760070801e+00
1.916921138763427734e-01,-2.445505559444427490e-02,1.538626849651336670e-01,1.068077206611633301e+00
1.999382972717285156e-01,-2.309692092239856720e-02,1.523515433073043823e-01,1.069568514823913574e+00
2.084531784057617188e-01,-2.043704316020011902e-02,1.511659175157546997e-01,1.070930123329162598e+00
2.168493270874023438e-01,-1.849227957427501678e-02,1.498940438032150546e-01,1.072593808174133301e+00
2.251985073089599609e-01,-1.628260500729084015e-02,1.485754847526550571e-01,1.073940157890319824e+00
2.348344326019287109e-01,-1.417344342917204077e-02,1.473351716995239258e-01,1.075209498405456321e+00
2.418048381805419922e-01,-1.224825717508792877e-02,1.460078358650207520e-01,1.076485991477966309e+00
2.500839233398437500e-01,-1.018749922513961792e-02,1.450090706348419189e-01,1.077953696250915527e+00
2.581248283386230469e-01,-8.136047981679441279e-03,1.437089294195175171e-01,1.079132080078125000e+00
2.667860984802246094e-01,-6.078036967664957047e-03,1.426528245210647583e-01,1.080499649047851562e+00
2.752342224121093750e-01,-3.951714839786290255e-03,1.415150910615921021e-01,1.081719279289245605e+00
2.834358215332031250e-01,-1.863438636064528985e-03,1.403984725475311279e-01,1.082742452621459961e+00
2.916924953460693359e-01,2.611353411339223385e-04,1.393457353115081787e-01,1.083861708641052246e+00
3.001058101654052734e-01,2.286245347931980653e-03,1.383286714553833008e-01,1.085054039955139160e+00
3.084480762481689453e-01,4.537739790976047516e-03,1.372624784708023071e-01,1.086158156394958496e+00
3.170390129089355469e-01,6.466592196375131607e-03,1.360617130994796753e-01,1.087229251861572488e+00
3.252682685852050781e-01,8.673579432070255280e-03,1.351562440395355225e-01,1.088245272636413574e+00
3.339009284973144531e-01,1.054082345217466354e-02,1.342699676752090454e-01,1.089362978935241699e+00
3.416340351104736328e-01,1.283115614205598831e-02,1.333694607019424438e-01,1.090379714965820312e+00
3.519582748413085938e-01,1.482751592993736267e-02,1.325017660856246948e-01,1.091398239135742188e+00
3.584635257720947266e-01,1.713356748223304749e-02,1.315142810344696045e-01,1.092162489891052246e+00
3.667197227478027344e-01,1.915021426975726734e-02,1.309122294187545776e-01,1.093261957168579102e+00
3.752260208129882812e-01,2.112411893904209137e-02,1.300097852945327759e-01,1.094142198562622070e+00
3.832638263702392578e-01,2.303271368145942688e-02,1.291246861219406128e-01,1.095165967941284180e+00
3.917188644409179688e-01,2.520230971276760101e-02,1.284928619861602783e-01,1.096040606498718484e+00
4.001665115356445312e-01,2.737224660813808441e-02,1.276850402355194092e-01,1.096769928932189941e+00
4.082527160644531250e-01,2.923638932406902660e-02,1.270637810230255127e-01,1.097838044166564941e+00
4.166891574859619141e-01,3.130769357085227966e-02,1.262564659118652621e-01,1.098450541496276855e+00
4.247684478759765625e-01,3.311929106712341309e-02,1.254250705242156982e-01,1.099297404289245605e+00
4.333999156951904297e-01,3.506571054458618164e-02,1.247736439108848433e-01,1.100001215934753418e+00
4.425785541534423828e-01,3.697692602872848511e-02,1.241265311837196489e-01,1.100746035575866699e+00
