-1.35822,-2.28363,0.83354,-0.981324,0.102651,0.0920079,-0.134167
-1.35814,-2.28362,0.833585,-0.981421,0.103084,0.0921388,-0.133032
-1.35814,-2.28362,0.833585,-0.981425,0.103067,0.0921329,-0.133022
-1.35821,-2.28362,0.833542,-0.981314,0.10268,0.0920326,-0.134198
-1.35818,-2.2836,0.833573,-0.981414,0.102855,0.0921314,-0.133266
-1.35815,-2.28363,0.833609,-0.981497,0.103045,0.0921769,-0.132469
-1.35817,-2.28368,0.833583,-0.981391,0.102972,0.0920689,-0.133387
-1.35821,-2.28363,0.833594,-0.981433,0.102807,0.0921548,-0.133144
-1.35817,-2.28367,0.833551,-0.981309,0.102901,0.0920072,-0.134084
-1.35815,-2.28363,0.833589,-0.98143,0.103028,0.0921321,-0.133012
-1.35818,-2.28365,0.833581,-0.981391,0.102903,0.0921044,-0.133415
-1.35814,-2.28362,0.833585,-0.981425,0.103067,0.0921329,-0.133022
-1.35815,-2.28363,0.833589,-0.981426,0.103045,0.092138,-0.133022
-1.35814,-2.28363,0.833583,-0.98143,0.103055,0.0921141,-0.133
-1.35819,-2.28365,0.83358,-0.981398,0.10288,0.09209,-0.133395
-1.35818,-2.28366,0.833553,-0.981338,0.102867,0.0920121,-0.133897
-1.35819,-2.28365,0.833579,-0.981401,0.102874,0.0920797,-0.133383
-1.35817,-2.28365,0.833555,-0.981328,0.102896,0.0920368,-0.133928
-1.35814,-2.28362,0.833585,-0.981425,0.103067,0.0921329,-0.133022
-1.35817,-2.28365,0.833555,-0.981328,0.102896,0.0920368,-0.133928
-1.35815,-2.28363,0.833589,-0.98143,0.103028,0.0921321,-0.133012
-1.35814,-2.28362,0.833585,-0.981425,0.103067,0.0921329,-0.133022
-1.35818,-2.28365,0.833581,-0.981391,0.102903,0.0921044,-0.133415
-1.35814,-2.28362,0.833585,-0.981421,0.103084,0.0921388,-0.133032
-1.35819,-2.28361,0.833574,-0.981429,0.102783,0.0921056,-0.133223
-1.35815,-2.28362,0.833611,-0.981488,0.103074,0.0922015,-0.132501
-1.35815,-2.28362,0.833611,-0.981488,0.103074,0.0922015,-0.132501
-1.35819,-2.28365,0.833578,-0.981402,0.102873,0.0920739,-0.133377
-1.35819,-2.28365,0.833579,-0.981401,0.102874,0.0920797,-0.133383
-1.35815,-2.28363,0.833609,-0.981497,0.103045,0.0921769,-0.132469
-1.35818,-2.28366,0.83355,-0.981349,0.102837,0.091982,-0.133859
