-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
-0.879696,-1.23671,1.54732,-0.221412,-0.294859,-0.582235,-0.724595, 
