0.535433,0.480315,0.496063,0.625984,0.42126,0.307087,0.220472,0.433071,0.5,0.212598,0.38189,0.283465,0.366142,0,0.283465,0.405512,0.397638,0.291339,0.228346,0.42126,0.531496,0.145669
0.535433,0.480315,0.496063,0.622047,0.405512,0.291339,0.224409,0.444882,0.503937,0.216535,0.346457,0.291339,0.370079,0,0.283465,0.405512,0.401575,0.291339,0.228346,0.42126,0.535433,0.141732
0.53937,0.480315,0.496063,0.622047,0.405512,0.287402,0.224409,0.452756,0.507874,0.216535,0.34252,0.295276,0.374016,0,0.283465,0.405512,0.401575,0.291339,0.228346,0.42126,0.53937,0.141732
0.53937,0.480315,0.496063,0.622047,0.405512,0.283465,0.224409,0.452756,0.507874,0.216535,0.34252,0.299213,0.374016,0,0.283465,0.409449,0.401575,0.295276,0.228346,0.42126,0.543307,0.137795
0.53937,0.480315,0.496063,0.622047,0.409449,0.283465,0.224409,0.456693,0.507874,0.216535,0.34252,0.30315,0.374016,0,0.283465,0.409449,0.401575,0.295276,0.228346,0.42126,0.543307,0.137795
0.53937,0.480315,0.496063,0.622047,0.409449,0.283465,0.224409,0.46063,0.507874,0.216535,0.34252,0.30315,0.374016,0,0.283465,0.409449,0.401575,0.295276,0.228346,0.42126,0.543307,0.137795
0.53937,0.480315,0.496063,0.622047,0.413386,0.283465,0.224409,0.464567,0.507874,0.216535,0.346457,0.30315,0.374016,0,0.287402,0.409449,0.401575,0.295276,0.228346,0.42126,0.543307,0.137795
0.53937,0.480315,0.496063,0.622047,0.413386,0.283465,0.224409,0.464567,0.507874,0.216535,0.350394,0.307087,0.374016,0,0.287402,0.409449,0.401575,0.295276,0.228346,0.42126,0.543307,0.137795
0.53937,0.480315,0.496063,0.622047,0.417323,0.283465,0.224409,0.468504,0.507874,0.216535,0.354331,0.307087,0.374016,0,0.287402,0.409449,0.401575,0.295276,0.232283,0.42126,0.543307,0.137795
0.53937,0.480315,0.496063,0.622047,0.417323,0.283465,0.224409,0.472441,0.507874,0.216535,0.354331,0.311024,0.374016,0,0.287402,0.409449,0.401575,0.295276,0.232283,0.417323,0.547244,0.137795
0.53937,0.480315,0.496063,0.622047,0.417323,0.287402,0.224409,0.476378,0.507874,0.216535,0.354331,0.314961,0.374016,0,0.287402,0.409449,0.401575,0.295276,0.232283,0.417323,0.547244,0.141732
0.53937,0.480315,0.496063,0.622047,0.429134,0.287402,0.224409,0.492126,0.507874,0.216535,0.366142,0.326772,0.374016,0,0.295276,0.413386,0.401575,0.295276,0.232283,0.417323,0.547244,0.141732
0.53937,0.480315,0.496063,0.622047,0.437008,0.291339,0.224409,0.496063,0.519685,0.212598,0.374016,0.362205,0.409449,0,0.30315,0.42126,0.401575,0.295276,0.23622,0.417323,0.547244,0.141732
0.53937,0.480315,0.496063,0.622047,0.440945,0.295276,0.224409,0.5,0.519685,0.212598,0.377953,0.377953,0.444882,0,0.299213,0.440945,0.397638,0.295276,0.248031,0.413386,0.547244,0.141732
0.53937,0.480315,0.5,0.622047,0.448819,0.299213,0.224409,0.503937,0.523622,0.216535,0.385827,0.385827,0.452756,0,0.299213,0.444882,0.401575,0.295276,0.248031,0.409449,0.547244,0.141732
0.53937,0.480315,0.5,0.622047,0.452756,0.299213,0.224409,0.503937,0.523622,0.216535,0.389764,0.385827,0.448819,0,0.295276,0.444882,0.401575,0.295276,0.248031,0.409449,0.547244,0.141732
0.53937,0.480315,0.5,0.622047,0.452756,0.30315,0.224409,0.503937,0.523622,0.216535,0.389764,0.385827,0.444882,0,0.291339,0.444882,0.401575,0.295276,0.248031,0.409449,0.547244,0.141732
